address,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width
" 
                                                 Đường Lý Sơn ,                                                  Phường Ngọc Thụy ,                                                  Quận Long Biên ,                                                   Thành phố Hà Nội                                              ", Có, 15, MS294110, 119 m, ," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 119 m, Sổ Hồng, Có, 11.9 m,https://nhadat24h.net.vn/storage/product/16886/3.jpg, Có," Mở bán dự án Khai Sơn City Long Biên - Tiện ích đa tầng, nhịp sống phồn vinh, giá chỉ từ 38tr/m2!", Không," 

                                                                                                4.9
                                                                                                Tỷ                                            ", 15 m," 
                                                Đường Lý Sơn, Ngọc Thụy
                                            ", Không,"Mở bán dự án Khai Sơn City Long Biên - Tiện ích đa tầng, nhịp sống phồn vinh, giá chỉ từ 38tr/m2!",0,https://nhadat24h.net.vn/du-an/mo-ban-du-an-khai-son-city-long-bien-tien-ich-da-tang-nhip-song-phon-vinh-gia-chi-tu-38trm2/294110, 119 m, 10 m
" 
                                                 Đường Việt Hưng ,                                                  Phường Việt Hưng ,                                                  Quận Long Biên ,                                                   Thành phố Hà Nội                                              ", Có, 12, MS294062, 65 m,," 
                                                                                                                                                                                                                                                                                                                                                        Đông Bắc
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
                                                ", 2, 65 m, Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/14772/398324090-7682747085075221-2168135957405432385-n-7.jpg, Có," Bán gấp căn 2 ngủ góc, giá rẻ nhất Long Biên cạnh Vinhomes Riversize. full nội thất. 63m2 giá 2,2 tỷ", Không," 

                                                                                                2.25
                                                                                                Tỷ                                            ", 20 m," 
                                                Đường Việt Hưng, Việt Hưng
                                            ", Không,"Bán gấp căn 2 ngủ góc, giá rẻ nhất Long Biên cạnh Vinhomes Riversize. full nội thất. 63m2 giá 2,2 tỷ",0,https://nhadat24h.net.vn/du-an/ban-gap-can-2-ngu-goc-gia-re-nhat-long-bien-canh-vinhomes-riversize-full-noi-that-63m2-gia-22-ty/294062, 65 m, 6 m
" 
                                                 Đường Bùi Thị Xuân ,                                                  Phường Thới Bình ,                                                  Quận Ninh Kiều ,                                                   Thành phố Cần Thơ                                              ", Có, 2, MS294079, 90 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 90 m, Sổ Hồng, Có, 22 m,https://nhadat24h.net.vn/storage/product/16892/z4953685958650-8b11f9578440b779f774253dd7ca3a59.jpg, Có," Chỉ 6,3 tỷ sở hữu ngay 90m2 mặt tiền Bùi Thị Xuân, P Thới Bình, Q Ninh Kiều, dt 4x22, 2 tầng", Không," 

                                                                                                6.3
                                                                                                Tỷ                                            ", 10 m," 
                                                Đường Bùi Thị Xuân, Thới Bình
                                            ", Không,"Chỉ 6,3 tỷ sở hữu ngay 90m2 mặt tiền Bùi Thị Xuân, P Thới Bình, Q Ninh Kiều, dt 4x22, 2 tầng",0,https://nhadat24h.net.vn/du-an/chi-63-ty-so-huu-ngay-90m2-mat-tien-bui-thi-xuan-p-thoi-binh-q-ninh-kieu-dt-4x22-2-tang/294079, 90 m, 4 m
" 
                                                                                                 Phường Linh Tây ,                                                  Quận Thủ Đức ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS293993, 76 m,- Liên hệ: Mr Hảo 0902669004 - 0984972839," 
                                                                                                                                                                                                                                                                                                                                                        Đông Bắc
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
                                                ", 4, 76 m, Sổ Hồng, Có, 19 m,https://nhadat24h.net.vn/storage/product/11663/z4112798937124-3ffc896b82b19ebda54e640213517fa3.jpg, Có, Bán Nhà 4 Lầu Mặt Tiền Đường Dương Văn Cam Phường Linh Tây Thành Phố Thủ Đức, Không," 

                                                                                                13.8
                                                                                                Tỷ                                            ", 10 m," 
                                                Đường Dương Văn Cam, Linh Tây
                                            ", Không,Bán Nhà 4 Lầu Mặt Tiền Đường Dương Văn Cam Phường Linh Tây Thành Phố Thủ Đức,0,https://nhadat24h.net.vn/du-an/ban-nha-4-lau-mat-tien-duong-duong-van-cam-phuong-linh-tay-thanh-pho-thu-duc/293993, 76 m, 4 m
" 
                                                 Đường Lê Đức Thọ ,                                                  Phường 15 ,                                                  Quận Gò Vấp ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 3, MS293996, 64 m,+ LH 09311BONCHIN112 PHAN THẮNG ĐỂ ĐƯỢC HỖ TRỢ XEM NHÀ TRỰC TIẾP," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 64 m, Sổ Hồng, Có, 16 m,https://nhadat24h.net.vn/storage/product/16348/z4970078115488-0e1260ca7ea97cefa20283aa0de2292f.jpg, Có," BÁN CĂN NHÀ 4 X 16 LÊ ĐỨC THỌ, GÒ VẤP, OTO THÔNG, LH 0931149112", Không," 

                                                                                                6.868
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Lê Đức Thọ, 15
                                            ", Không,"BÁN CĂN NHÀ 4 X 16 LÊ ĐỨC THỌ, GÒ VẤP, OTO THÔNG, LH 0931149112",0,https://nhadat24h.net.vn/du-an/ban-can-nha-4-x-16-le-duc-tho-go-vap-oto-thong-lh-0931149112/293996, 64 m, 4 m
" 
                                                                                                 Phường Bình Chiểu ,                                                  Quận Thủ Đức ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS294012, 60 m,- Liên hệ: Mr Hảo 0902669004 - 0984972839," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Tây Bắc
                                                                                                                                                                                                                                                                                            
                                                ", 1, 60 m, Sổ Hồng, Không, 15 m,https://nhadat24h.net.vn/storage/product/11663/z3188712593158-3943e93c2eaffe76fcca49775c3c9efb.jpg, Không," Bán Lô Đất Hẻm 5m số 114 Ngô Chí Quốc, phường Bình Chiểu, Thành Phố Thủ Đức", Không," 

                                                                                                3.3
                                                                                                Tỷ                                            ", 5 m," 
                                                Đường Ngô Chí Quốc, Bình Chiểu
                                            ", Không,"Bán Lô Đất Hẻm 5m số 114 Ngô Chí Quốc, phường Bình Chiểu, Thành Phố Thủ Đức",0,https://nhadat24h.net.vn/du-an/ban-lo-dat-hem-5m-so-114-ngo-chi-quoc-phuong-binh-chieu-thanh-pho-thu-duc/294012, 60 m, 4 m
" 
                                                                                                 Phường Hiệp Bình Chánh ,                                                  Quận Thủ Đức ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS293998, 120 m,- Liên hệ: Mr Hảo 0902669004 - 0984972839," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Tây Bắc
                                                                                                                                                                                                                                                                                            
                                                ", 5, 120 m, Sổ Hồng, Có, 15 m,https://nhadat24h.net.vn/storage/product/11663/z3654490962778-b144684484c434524dec7bf9386bb820.jpg, Có, Bán Nhà Biệt Thự 4 Lầu Đường Số 23 - Hiệp Bình Chánh - Thành Phố Thủ Đức, Không," 

                                                                                                14.3
                                                                                                Tỷ                                            ", 10 m," 
                                                Đường 25, Hiệp Bình Chánh
                                            ", Không,Bán Nhà Biệt Thự 4 Lầu Đường Số 23 - Hiệp Bình Chánh - Thành Phố Thủ Đức,0,https://nhadat24h.net.vn/du-an/ban-nha-biet-thu-4-lau-duong-so-23-hiep-binh-chanh-thanh-pho-thu-duc/293998, 120 m, 8 m
" 
                                                 Đường Kiều Đàm ,                                                  Phường Tân Quy ,                                                  Quận 7 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS294002, 81 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 81 m, Sổ Đỏ, Có, 18 m,https://nhadat24h.net.vn/storage/product/16887/1-1.jpg, Có, CHỦ XOẮN BÁN - QUẬN 7 - BIỆT THỰ KIỀU ĐÀM - HẺM XE TẢI TRÁNH - NHÀ MỚI XÂY SỬA Ở LIỂN - 12.3 TỶ TL, Không," 

                                                                                                12.3
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Kiều Đàm, Tân Quy
                                            ", Không,CHỦ XOẮN BÁN - QUẬN 7 - BIỆT THỰ KIỀU ĐÀM - HẺM XE TẢI TRÁNH - NHÀ MỚI XÂY SỬA Ở LIỂN - 12.3 TỶ TL,0,https://nhadat24h.net.vn/du-an/chu-xoan-ban-quan-7-biet-thu-kieu-dam-hem-xe-tai-tranh-nha-moi-xay-sua-o-lien-123-ty-tl/294002, 81 m, 4 m
" 
                                                 Đường Kiều Đàm ,                                                  Phường Tân Quy ,                                                  Quận 7 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS294004, 81 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 81 m, Sổ Đỏ, Có, 18 m,https://nhadat24h.net.vn/storage/product/16888/1-2.jpg, Có, CHỦ XOẮN BÁN - QUẬN 7 - BIỆT THỰ KIỀU ĐÀM - HẺM XE TẢI TRÁNH - NHÀ MỚI XÂY SỬA Ở LIỂN - 12.3 TỶ TL, Không," 

                                                                                                12.3
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Kiều Đàm, Tân Quy
                                            ", Không,CHỦ XOẮN BÁN - QUẬN 7 - BIỆT THỰ KIỀU ĐÀM - HẺM XE TẢI TRÁNH - NHÀ MỚI XÂY SỬA Ở LIỂN - 12.3 TỶ TL,0,https://nhadat24h.net.vn/du-an/chu-xoan-ban-quan-7-biet-thu-kieu-dam-hem-xe-tai-tranh-nha-moi-xay-sua-o-lien-123-ty-tl/294004, 81 m, 4 m
" 
                                                 Đường Kiều Đàm ,                                                  Phường Tân Quy ,                                                  Quận 7 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS294003, 81 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 81 m, Sổ Đỏ, Có, 18 m,https://nhadat24h.net.vn/storage/product/16888/1-1.jpg, Có, BIỆT THỰ KIỀU ĐÀM - SIÊU PHẨM QUẬN 7 - KHU VỰC VIP HIẾM BÁN - 12.3 TỶ TL, Không," 

                                                                                                12.3
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Kiều Đàm, Tân Quy
                                            ", Không,BIỆT THỰ KIỀU ĐÀM - SIÊU PHẨM QUẬN 7 - KHU VỰC VIP HIẾM BÁN - 12.3 TỶ TL,0,https://nhadat24h.net.vn/du-an/biet-thu-kieu-dam-sieu-pham-quan-7-khu-vuc-vip-hiem-ban-123-ty-tl/294003, 81 m, 4 m
" 
                                                 Đường Lê Đức Thọ ,                                                  Phường 15 ,                                                  Quận Gò Vấp ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 3, MS294006, 64 m,+ LH 09311BONCHIN112 PHAN THẮNG ĐỂ ĐƯỢC HỖ TRỢ XEM NHÀ TRỰC TIẾP," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 64 m, Sổ Hồng, Có, 16 m,https://nhadat24h.net.vn/storage/product/16346/z4970078115488-0e1260ca7ea97cefa20283aa0de2292f.jpg, Có," BÁN CĂN NHÀ 4 X 16 LÊ ĐỨC THỌ, GÒ VẤP, OTO THÔNG, LH 0931149112", Không," 

                                                                                                6.868
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Lê Đức Thọ, 15
                                            ", Không,"BÁN CĂN NHÀ 4 X 16 LÊ ĐỨC THỌ, GÒ VẤP, OTO THÔNG, LH 0931149112",0,https://nhadat24h.net.vn/du-an/ban-can-nha-4-x-16-le-duc-tho-go-vap-oto-thong-lh-0931149112/294006, 64 m, 4 m
" 
                                                 Đường Ngô Xuân Thu ,                                                  Phường Hòa Hiệp Bắc ,                                                  Quận Liên Chiểu ,                                                   Thành phố Đà Nẵng                                              ", Không, 1, MS294014, 332 m,," 
                                                                                                                                                                                                                                    Bắc
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
                                                ", 0, 332 m, Sổ Đỏ, Không, 27 m,https://nhadat24h.net.vn/storage/product/6154/vi-tri-1.jpg, Không," Bán đất mặt phố Ngô Xuân Thu, phường Hòa Hiệp Bắc, Liên Chiểu, Đà Nẵng. 332.8m2, miễn TG", Không," 

                                                                                                7
                                                                                                Tỷ                                            ", 9 m," 
                                                Đường Ngô Xuân Thu, Hòa Hiệp Bắc
                                            ", Không,"Bán đất mặt phố Ngô Xuân Thu, phường Hòa Hiệp Bắc, Liên Chiểu, Đà Nẵng. 332.8m2, miễn TG",0,https://nhadat24h.net.vn/du-an/ban-dat-mat-pho-ngo-xuan-thu-phuong-hoa-hiep-bac-lien-chieu-da-nang-3328m2-mien-tg/294014, 332 m, 14 m
" 
                                                 Phố Thái Hà ,                                                  Phường Trung Liệt ,                                                  Quận Đống Đa ,                                                   Thành phố Hà Nội                                              ", Có, 4, MS294005, 55 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 55 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/16639/410570863-849779513601009-4826687546607505321-n.jpg, Có, VípPhố Thái Hà- Ngõ thông oto55m Hơn 6.XX Tỷ, Không," 

                                                                                                6.9
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Thái Hà, Trung Liệt
                                            ", Không,VípPhố Thái Hà- Ngõ thông oto55m Hơn 6.XX Tỷ,0,https://nhadat24h.net.vn/du-an/vippho-thai-ha-ngo-thong-oto55m-hon-6xx-ty/294005, 55 m, 6.4 m
" 
                                                 Quốc lộ 54 ,                                                  Xã Hòa Thành ,                                                  Huyện Lai Vung ,                                                   Tỉnh Đồng Tháp                                              ", Có, 1, MS294015, 850 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 850 m, Sổ Hồng, Có, 85 m,https://nhadat24h.net.vn/storage/product/16291/20230104-075145-hdrjpg-bak-638367744612674417-5.jpg, Có, Chia gia tài cho con cần bán gấp nhà phố Xã Hòa Thành Lai Vung. MT đường nhựa 10m cách chợ Tân Thành 200m view sông, Không," 

                                                                                                5.5
                                                                                                Tỷ                                            ", 10 m," 
                                                Đường , Hòa Thành
                                            ", Không,Chia gia tài cho con cần bán gấp nhà phố Xã Hòa Thành Lai Vung. MT đường nhựa 10m cách chợ Tân Thành 200m view sông,0,https://nhadat24h.net.vn/du-an/chia-gia-tai-cho-con-can-ban-gap-nha-pho-xa-hoa-thanh-lai-vung-mt-duong-nhua-10m-cach-cho-tan-thanh-200m-view-song/294015, 850 m, 10 m
" 
                                                 Hương lộ 39 ,                                                  Xã Phước Kiển ,                                                  Huyện Nhà Bè ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 0, MS294020, 140 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 140 m, Sổ Hồng, Không, 20 m,https://nhadat24h.net.vn/storage/product/16291/z4932342541244-6d71fc725128faa1bb48b9821b76adde-4.jpg, Không, Ngộp bank bán gấp lô đất Lê Văn Lương Nhà Bè.DT 7x20 giá 5X triệu/ m2.Đối diện dãy nhà phố đang bán 11 tỷ cách SC.VivoCIty Q7 3km, Không," 

                                                                                                7.98
                                                                                                Tỷ                                            ", 16 m," 
                                                Đường , Phước Kiển
                                            ", Không,Ngộp bank bán gấp lô đất Lê Văn Lương Nhà Bè.DT 7x20 giá 5X triệu/ m2.Đối diện dãy nhà phố đang bán 11 tỷ cách SC.VivoCIty Q7 3km,0,https://nhadat24h.net.vn/du-an/ngop-bank-ban-gap-lo-dat-le-van-luong-nha-bedt-7x20-gia-5x-trieu-m2doi-dien-day-nha-pho-dang-ban-11-ty-cach-scvivocity-q7-3km/294020, 140 m, 7 m
" 
                                                 Đường Nguyễn Hữu Thọ ,                                                  Phường Hoàng Liệt ,                                                  Quận Hoàng Mai ,                                                   Thành phố Hà Nội                                              ", Có, 6, MS294019, 217 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 12, 217 m, Sổ Đỏ, Có, 0.2 m,https://nhadat24h.net.vn/storage/product/11379/347016786-1649548782230163-9154278969707858850-n.jpg, Có," Giảm Sốc 5 Tỷ. Giá Mới chỉ 35 tỷ, Biệt Thự KĐT Bắc Linh Đàm 217m x 6tầng, Mặt tiền 12m.", Không," 

                                                                                                35
                                                                                                Tỷ                                            ", 30 m," 
                                                Đường Nguyễn Hữu Thọ, Hoàng Liệt
                                            ", Không,"Giảm Sốc 5 Tỷ. Giá Mới chỉ 35 tỷ, Biệt Thự KĐT Bắc Linh Đàm 217m x 6tầng, Mặt tiền 12m.",0,https://nhadat24h.net.vn/du-an/giam-soc-5-ty-gia-moi-chi-35-ty-biet-thu-kdt-bac-linh-dam-217m-x-6tang-mat-tien-12m/294019, 217 m, 12 m
" 
                                                 Đường Hồ Nghinh ,                                                  Phường Phước Mỹ ,                                                  Quận Sơn Trà ,                                                   Thành phố Đà Nẵng                                              ", Không, 0, MS294022, 104 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 104 m, Sổ Hồng, Không, 25 m,https://nhadat24h.net.vn/storage/product/14471/hnx15.jpg, Không," ► Đất Mặt Tiền Hồ Nghinh sát Võ Văn Kiệt, 104m2, 15 tỷ", Không," 

                                                                                                15
                                                                                                Tỷ                                            ", 11 m," 
                                                Đường Hồ Nghinh, Phước Mỹ
                                            ", Không,"► Đất Mặt Tiền Hồ Nghinh sát Võ Văn Kiệt, 104m2, 15 tỷ",0,https://nhadat24h.net.vn/du-an/dat-mat-tien-ho-nghinh-sat-vo-van-kiet-104m2-15-ty/294022, 104 m, 4.5 m
" 
                                                 Đường Kiều Đàm ,                                                  Phường Tân Quy ,                                                  Quận 7 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS294023, 81 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 81 m, Sổ Đỏ, Có, 18 m,https://nhadat24h.net.vn/storage/product/16890/1.jpg, Có, BIỆT THỰ KIỀU ĐÀM - SIÊU PHẨM QUẬN 7 - KHU VỰC VIP HIẾM BÁN - 12.3 TỶ TL, Không," 

                                                                                                12.3
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Kiều Đàm, Tân Quy
                                            ", Không,BIỆT THỰ KIỀU ĐÀM - SIÊU PHẨM QUẬN 7 - KHU VỰC VIP HIẾM BÁN - 12.3 TỶ TL,0,https://nhadat24h.net.vn/du-an/biet-thu-kieu-dam-sieu-pham-quan-7-khu-vuc-vip-hiem-ban-123-ty-tl/294023, 81 m, 4 m
" 
                                                 Đường Nguyễn Duy Trinh ,                                                  Phường Hoàng Liệt ,                                                  Quận Hoàng Mai ,                                                   Thành phố Hà Nội                                              ", Có, 5, MS294048, 254 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 8, 254 m, Sổ Đỏ, Có, 20.3 m,https://nhadat24h.net.vn/storage/product/11382/405512116-1018201919398722-6904134889544809098-n.jpg, Có," Siêu Phẩm, Biệt Thự Bán đảo Linh Đàm, Quận Hoàng Mai, 254m x 5T, Giá 78 tỷ.", Không," 

                                                                                                78
                                                                                                Tỷ                                            ", 30 m," 
                                                Đường Nguyễn Duy Trinh, Hoàng Liệt
                                            ", Không,"Siêu Phẩm, Biệt Thự Bán đảo Linh Đàm, Quận Hoàng Mai, 254m x 5T, Giá 78 tỷ.",0,https://nhadat24h.net.vn/du-an/sieu-pham-biet-thu-ban-dao-linh-dam-quan-hoang-mai-254m-x-5t-gia-78-ty/294048, 254 m, 12.5 m
" 
                                                 Đường Kiều Đàm ,                                                  Phường Tân Quy ,                                                  Quận 7 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS294007, 81 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 81 m, Sổ Đỏ, Có, 18 m,https://nhadat24h.net.vn/storage/product/16888/1-3.jpg, Có, CHÍNH CHỦ BÁN BIỆT THỰ KIỀU ĐÀM QUẬN 7 - HẺM XE TẢI TRÁNH - NHÀ MỚI DỌN VÀO Ở NGAY - 12.3 TỶ THƯƠNG LƯỢNG, Không," 

                                                                                                12.3
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Kiều Đàm, Tân Quy
                                            ", Không,CHÍNH CHỦ BÁN BIỆT THỰ KIỀU ĐÀM QUẬN 7 - HẺM XE TẢI TRÁNH - NHÀ MỚI DỌN VÀO Ở NGAY - 12.3 TỶ THƯƠNG LƯỢNG,0,https://nhadat24h.net.vn/du-an/chinh-chu-ban-biet-thu-kieu-dam-quan-7-hem-xe-tai-tranh-nha-moi-don-vao-o-ngay-123-ty-thuong-luong/294007, 81 m, 4 m
" 
                                                                                                 Phường Bến Nghé ,                                                  Quận 1 ,                                                   Thành phố Hồ Chí Minh                                              ", Không, 0, MS294021, 0 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 0 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/, Có," TRUNG TÂM TÂN PHÚ NGAY LŨY BÁN BÍCH GIAO THOẠI NGỌC HẦU, HẺM ÔTÔ NHỎ, 105M2, NGANG 8.3M, SỔ VUÔNG A4 CỰC ĐẸP, 5 PHÒNG ĐANG CHO THU NHẬP GẦN 20TR, CHÀO CHỈ 9 TỶ TL.", Không,, 1 m," 
                                                Đường 15B, Bến Nghé
                                            ", Không,"TRUNG TÂM TÂN PHÚ NGAY LŨY BÁN BÍCH GIAO THOẠI NGỌC HẦU, HẺM ÔTÔ NHỎ, 105M2, NGANG 8.3M, SỔ VUÔNG A4 CỰC ĐẸP, 5 PHÒNG ĐANG CHO THU NHẬP GẦN 20TR, CHÀO CHỈ 9 TỶ TL.",0,https://nhadat24h.net.vn/du-an/trung-tam-tan-phu-ngay-luy-ban-bich-giao-thoai-ngoc-hau-hem-oto-nho-105m2-ngang-83m-so-vuong-a4-cuc-dep-5-phong-dang-cho-thu-nhap-gan-20tr-chao-chi-9-ty-tl/294021, 0 m, 0 m
" 
                                                 Đường Lê Văn Thọ ,                                                  Phường 01 ,                                                  Quận Gò Vấp ,                                                   Thành phố Hồ Chí Minh                                              ", Không, 0, MS294049, 0 m,"- Sổ hồng chính chủ công chứng ngay, tặng toàn bộ nội thất "," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 0 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/, Có, HXH SAU LƯNG CĂN MẶT TIỀN -5 TẦNG - NHÀ MỚI TẶNG FULL NỘI THẤT ĐẸP MÊ LY- NGUYỄN VĂN KHỐI- P9- GV- 61M2- QUÁ RẺ CHỈ 6.5 TỶ, Không,, 1 m," 
                                                Đường Lê Văn Thọ, 1
                                            ", Không,HXH SAU LƯNG CĂN MẶT TIỀN -5 TẦNG - NHÀ MỚI TẶNG FULL NỘI THẤT ĐẸP MÊ LY- NGUYỄN VĂN KHỐI- P9- GV- 61M2- QUÁ RẺ CHỈ 6.5 TỶ,0,https://nhadat24h.net.vn/du-an/hxh-sau-lung-can-mat-tien-5-tang-nha-moi-tang-full-noi-that-dep-me-ly-nguyen-van-khoi-p9-gv-61m2-qua-re-chi-65-ty/294049, 0 m, 0 m
" 
                                                 Đường Lê Đức Thọ ,                                                  Phường 01 ,                                                  Quận Gò Vấp ,                                                   Thành phố Hồ Chí Minh                                              ", Không, 0, MS294050, 0 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 0 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/, Có, CHỦ GẤP BÁN SIÊU PHẨM 4 TẦNG 13 TỶ LÊ ĐỨC THỌ GÒ VẤP, Không,, 1 m," 
                                                Đường Lê Đức Thọ, 1
                                            ", Không,CHỦ GẤP BÁN SIÊU PHẨM 4 TẦNG 13 TỶ LÊ ĐỨC THỌ GÒ VẤP,0,https://nhadat24h.net.vn/du-an/chu-gap-ban-sieu-pham-4-tang-13-ty-le-duc-tho-go-vap/294050, 0 m, 0 m
" 
                                                 Đường Tây Mỗ ,                                                  Phường Tây Mỗ ,                                                  Quận Nam Từ Liêm ,                                                   Thành phố Hà Nội                                              ", Có, 0, MS294055, 68 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 68 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/14893/326.jpg, Có," Chính chủ bán căn góc CHCC tầng 36, hướng ĐN khu Tonkin 2 - Vinhome Smart City,Tây Mỗ", Không," 

                                                                                                3.5
                                                                                                Tỷ                                            ", 8 m," 
                                                Đường Tây Mỗ, Tây Mỗ
                                            ", Không,"Chính chủ bán căn góc CHCC tầng 36, hướng ĐN khu Tonkin 2 - Vinhome Smart City,Tây Mỗ",0,https://nhadat24h.net.vn/du-an/chinh-chu-ban-can-goc-chcc-tang-36-huong-dn-khu-tonkin-2-vinhome-smart-citytay-mo/294055, 68 m, 0 m
" 
                                                 Đường Quốc lộ 6 ,                                                  Phường Yên Nghĩa ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS294056, 50 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 50 m, Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/15912/z4969828140480-2f843ee6cf8658865211235041272258.jpg, Không," -Bán gấp lô đất 47,5m2 Yên Nghĩa, Hà Đông, ô tô thông giá 1.95 tỷ", Không," 

                                                                                                2
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường 6, Yên Nghĩa
                                            ", Không,"-Bán gấp lô đất 47,5m2 Yên Nghĩa, Hà Đông, ô tô thông giá 1.95 tỷ",0,https://nhadat24h.net.vn/du-an/ban-gap-lo-dat-475m2-yen-nghia-ha-dong-o-to-thong-gia-195-ty/294056, 50 m, 4 m
" 
                                                 Quốc lộ 54 ,                                                  Xã Hòa Thành ,                                                  Huyện Lai Vung ,                                                   Tỉnh Đồng Tháp                                              ", Có, 1, MS294054, 850 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 850 m, Sổ Hồng, Có, 85 m,https://nhadat24h.net.vn/storage/product/16208/20230104-075145-hdrjpg-bak-638367744612674417-4.jpg, Có, Ngộp bank bán gấp nhà phố Xã Hòa Thành Lai Vung. MT đường nhựa 10m cách chợ Tân Thành 200m view sông, Không," 

                                                                                                5.5
                                                                                                Tỷ                                            ", 10 m," 
                                                Đường , Hòa Thành
                                            ", Không,Ngộp bank bán gấp nhà phố Xã Hòa Thành Lai Vung. MT đường nhựa 10m cách chợ Tân Thành 200m view sông,0,https://nhadat24h.net.vn/du-an/ngop-bank-ban-gap-nha-pho-xa-hoa-thanh-lai-vung-mt-duong-nhua-10m-cach-cho-tan-thanh-200m-view-song/294054, 850 m, 10 m
" 
                                                 Đường Nguyễn Văn Lượng ,                                                  Phường 16 ,                                                  Quận Gò Vấp ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS294053, 42 m, ," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 42 m, Sổ Hồng, Có, 12 m,https://nhadat24h.net.vn/storage/product/16346/z4970160699529-2a77074be78036a2c15fb2ccd1041d86.jpg, Có," BÁN NHÀ 4 X 12 CITYLAND NGUYỄN VĂN LƯỢNG, GÒ VẤP", Không," 

                                                                                                2
                                                                                                Tỷ                                            ", 3 m," 
                                                Đường Nguyễn Văn Lượng, 16
                                            ", Không,"BÁN NHÀ 4 X 12 CITYLAND NGUYỄN VĂN LƯỢNG, GÒ VẤP",0,https://nhadat24h.net.vn/du-an/ban-nha-4-x-12-cityland-nguyen-van-luong-go-vap/294053, 42 m, 4 m
